period;archetype;card_name;card_identifier;total_count;max_count;deck_inclusion_count;average_count;average_count_overall;total_decks_in_archetype;percentage_in_archetype;set_code;set_number;rarity;type;image_url;is_ace_spec;meta;tournament_id;tournament_date;date;total_decks_in_archetype_in_period
2026-W22;Dragapult Dusknoir;Budew;ASC 16;3;2;2;1,5;1,5;2;100,0;ASC;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Munkidori;TWM 95;2;1;2;1,0;1,0;2;100,0;TWM;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Moltres;PFL 14;1;1;1;1,0;0,5;2;50,0;PFL;14;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_014_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Fezandipiti ex;ASC 142;2;1;2;1,0;1,0;2;100,0;ASC;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Meowth ex;POR 62;3;2;2;1,5;1,5;2;100,0;POR;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Lillie's Determination;ASC 192;8;4;2;4,0;4,0;2;100,0;ASC;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Boss's Orders;ASC 183;6;3;2;3,0;3,0;2;100,0;ASC;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Crispin;PRE 105;4;2;2;2,0;2,0;2;100,0;PRE;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Dawn;PFL 87;2;1;2;1,0;1,0;2;100,0;PFL;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Judge;POR 76;1;1;1;1,0;0,5;2;50,0;POR;76;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_076_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Rosa's Encouragement;POR 84;2;1;2;1,0;1,0;2;100,0;POR;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_084_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Buddy-Buddy Poffin;ASC 184;8;4;2;4,0;4,0;2;100,0;ASC;184;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Poké Pad;POR 81;8;4;2;4,0;4,0;2;100,0;POR;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Ultra Ball;ASC 213;8;4;2;4,0;4,0;2;100,0;ASC;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Rare Candy;MEG 125;5;3;2;2,5;2,5;2;100,0;MEG;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Night Stretcher;ASC 196;4;2;2;2,0;2,0;2;100,0;ASC;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Unfair Stamp;TWM 165;2;1;2;1,0;1,0;2;100,0;TWM;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Team Rocket's Watchtower;ASC 210;4;2;2;2,0;2,0;2;100,0;ASC;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Psychic Energy;EVO 95;6;3;2;3,0;3,0;2;100,0;EVO;95;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_095_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Fire Energy;EVO 92;6;3;2;3,0;3,0;2;100,0;EVO;92;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_092_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Darkness Energy;EVO 97;4;2;2;2,0;2,0;2;100,0;EVO;97;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_097_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;Dragapult Dusknoir;Special Red Card;CRI 82;1;1;1;1,0;0,5;2;50,0;CRI;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;2
2026-W22;N's Zoroark;N's Zorua;JTG 97;4;4;1;4,0;4,0;1;100,0;JTG;97;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_097_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;N's Zoroark ex;JTG 98;4;4;1;4,0;4,0;1;100,0;JTG;98;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_098_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;N's Zekrom;ASC 155;2;2;1;2,0;2,0;1;100,0;ASC;155;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_155_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Munkidori;TWM 95;2;2;1;2,0;2,0;1;100,0;TWM;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;N's Reshiram;JTG 116;1;1;1;1,0;1,0;1;100,0;JTG;116;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_116_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Yveltal;MEG 88;1;1;1;1,0;1,0;1;100,0;MEG;88;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Budew;ASC 16;1;1;1;1,0;1,0;1;100,0;ASC;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Pecharunt ex;SFA 39;1;1;1;1,0;1,0;1;100,0;SFA;39;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Fezandipiti ex;ASC 142;1;1;1;1,0;1,0;1;100,0;ASC;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Boss's Orders;ASC 183;4;4;1;4,0;4,0;1;100,0;ASC;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Lillie's Determination;ASC 192;4;4;1;4,0;4,0;1;100,0;ASC;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Cyrano;SSP 170;3;3;1;3,0;3,0;1;100,0;SSP;170;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_170_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Brock's Scouting;JTG 146;1;1;1;1,0;1,0;1;100,0;JTG;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Black Belt's Training;JTG 143;1;1;1;1,0;1,0;1;100,0;JTG;143;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_143_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Buddy-Buddy Poffin;ASC 184;4;4;1;4,0;4,0;1;100,0;ASC;184;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Poké Pad;POR 81;4;4;1;4,0;4,0;1;100,0;POR;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;N's PP Up;ASC 195;4;4;1;4,0;4,0;1;100,0;ASC;195;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_195_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Night Stretcher;ASC 196;2;2;1;2,0;2,0;1;100,0;ASC;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Unfair Stamp;TWM 165;1;1;1;1,0;1,0;1;100,0;TWM;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Ultra Ball;ASC 213;1;1;1;1,0;1,0;1;100,0;ASC;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Special Red Card;CRI 82;1;1;1;1,0;1,0;1;100,0;CRI;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Binding Mochi;PRE 95;2;2;1;2,0;2,0;1;100,0;PRE;95;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_095_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;N's Castle;JTG 152;2;2;1;2,0;2,0;1;100,0;JTG;152;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_152_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Team Rocket's Watchtower;ASC 210;1;1;1;1,0;1,0;1;100,0;ASC;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;N's Zoroark;Darkness Energy;EVO 97;8;8;1;8,0;8,0;1;100,0;EVO;97;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_097_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Grookey;TWM 14;4;4;1;4,0;4,0;1;100,0;TWM;14;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_014_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Thwackey;TWM 15;4;4;1;4,0;4,0;1;100,0;TWM;15;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_015_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Applin;TWM 126;4;3;1;4,0;4,0;1;100,0;TWM;126;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_126_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Dipplin;TWM 18;4;4;1;4,0;4,0;1;100,0;TWM;18;Uncommon;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_018_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Goldeen;TWM 44;2;2;1;2,0;2,0;1;100,0;TWM;44;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_044_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Seaking;PRE 21;1;1;1;1,0;1,0;1;100,0;PRE;21;Uncommon;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_021_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Rellor;TEF 23;1;1;1;1,0;1,0;1;100,0;TEF;23;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_023_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Rabsca;TEF 24;1;1;1;1,0;1,0;1;100,0;TEF;24;Uncommon;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_024_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Shaymin;DRI 10;1;1;1;1,0;1,0;1;100,0;DRI;10;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_010_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Lillie's Determination;ASC 192;4;4;1;4,0;4,0;1;100,0;ASC;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Boss's Orders;ASC 183;2;2;1;2,0;2,0;1;100,0;ASC;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Gladion's Final Battle;M5 76;2;2;1;2,0;2,0;1;100,0;M5;76;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M5/M5_76_R_JP_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Kieran;PRE 113;1;1;1;1,0;1,0;1;100,0;PRE;113;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_113_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Buddy-Buddy Poffin;ASC 184;4;4;1;4,0;4,0;1;100,0;ASC;184;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Poké Pad;POR 81;4;4;1;4,0;4,0;1;100,0;POR;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Ultra Ball;ASC 213;2;2;1;2,0;2,0;1;100,0;ASC;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Bug Catching Set;PRE 102;2;2;1;2,0;2,0;1;100,0;PRE;102;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_102_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Night Stretcher;ASC 196;1;1;1;1,0;1,0;1;100,0;ASC;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Secret Box;TWM 163;1;1;1;1,0;1,0;1;100,0;TWM;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Switch;MEG 130;1;1;1;1,0;1,0;1;100,0;MEG;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Brave Bangle;WHT 80;2;2;1;2,0;2,0;1;100,0;WHT;80;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_080_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Air Balloon;ASC 181;2;2;1;2,0;2,0;1;100,0;ASC;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Festival Grounds;PRE 108;4;4;1;4,0;4,0;1;100,0;PRE;108;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_108_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Growing Grass Energy;POR 86;4;4;1;4,0;4,0;1;100,0;POR;86;Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_086_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Festival Lead;Grass Energy;EVO 91;2;2;1;2,0;2,0;1;100,0;EVO;91;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_091_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Toxel;PFL 67;4;4;1;4,0;4,0;1;100,0;PFL;67;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_067_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Toxtricity;PFL 68;4;4;1;4,0;4,0;1;100,0;PFL;68;Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_068_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Munkidori;TWM 95;3;3;1;3,0;3,0;1;100,0;TWM;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Flutter Mane;TEF 78;1;1;1;1,0;1,0;1;100,0;TEF;78;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_078_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Mega Absol ex;MEG 86;1;1;1;1,0;1,0;1;100,0;MEG;86;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_086_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Pecharunt ex;SFA 39;1;1;1;1,0;1,0;1;100,0;SFA;39;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Brute Bonnet;TWM 118;1;1;1;1,0;1,0;1;100,0;TWM;118;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_118_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Team Rocket's Sneasel;DRI 128;1;1;1;1,0;1,0;1;100,0;DRI;128;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_128_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Chi-Yu;M5 57?translate=en;1;1;1;1,0;1,0;1;100,0;M5;57?translate=en;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_031_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Lillie's Determination;ASC 192;4;4;1;4,0;4,0;1;100,0;ASC;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Team Rocket's Petrel;ASC 207;4;4;1;4,0;4,0;1;100,0;ASC;207;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_207_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Hassel;TWM 151;3;3;1;3,0;3,0;1;100,0;TWM;151;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_151_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Poké Pad;POR 81;4;4;1;4,0;4,0;1;100,0;POR;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Night Stretcher;ASC 196;4;4;1;4,0;4,0;1;100,0;ASC;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Energy Switch;MEG 115;2;2;1;2,0;2,0;1;100,0;MEG;115;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Energy Recycler;DRI 164;2;2;1;2,0;2,0;1;100,0;DRI;164;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_164_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Team Rocket's Transceiver;ASC 209;2;2;1;2,0;2,0;1;100,0;ASC;209;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_209_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Pokégear 3.0;BLK 84;1;1;1;1,0;1,0;1;100,0;BLK;84;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_084_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Buddy-Buddy Poffin;ASC 184;1;1;1;1,0;1,0;1;100,0;ASC;184;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Ultra Ball;ASC 213;1;1;1;1,0;1,0;1;100,0;ASC;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Team Rocket's Venture Bomb;DRI 179;1;1;1;1,0;1,0;1;100,0;DRI;179;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_179_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Secret Box;TWM 163;1;1;1;1,0;1,0;1;100,0;TWM;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Air Balloon;ASC 181;2;2;1;2,0;2,0;1;100,0;ASC;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Lumiose City;POR 77;1;1;1;1,0;1,0;1;100,0;POR;77;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_077_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Toxtricity Mega Absol;Darkness Energy;EVO 97;10;10;1;10,0;10,0;1;100,0;EVO;97;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_097_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
